-nan(ind),0,18.5278,0.77556
-nan(ind),0,12.7198,0.845917
-nan(ind),0,11.0222,0.86648
-nan(ind),0,12.4066,0.84971
-nan(ind),0,0.192357,0.808879
-nan(ind),0,0.652783,0.916204
-nan(ind),0,0.87896,0.88717
-nan(ind),0,1.09071,0.859988
-nan(ind),0,1.06439,0.863366
0.0300211,0.071834,0.237719,0.763808
-0.0485598,0.244273,11.4296,0.861545
-nan(ind),0,14.1706,0.828341
-nan(ind),0,11.9495,0.855247
-nan(ind),0,12.3313,0.850623
-nan(ind),0,11.8919,0.855945
-nan(ind),0,11.8202,0.856813
-nan(ind),0,0.193202,0.808038
-nan(ind),0,11.9629,0.855085
-nan(ind),0,11.9884,0.854777
-nan(ind),0,12.0877,0.853573
-nan(ind),0,10.6244,0.871299
-nan(ind),0,12.0468,0.854069
-nan(ind),0,11.2077,0.864234
-nan(ind),0,12.8071,0.844859
-nan(ind),0,12.3704,0.850149
-nan(ind),0,12.5348,0.848157
-nan(ind),0,12.0024,0.854607
-nan(ind),0,12.3923,0.849884
-nan(ind),0,10.8884,0.868101
-nan(ind),0,11.9196,0.855609
-nan(ind),0,14.0635,0.829639
-nan(ind),0,13.3587,0.838177
-nan(ind),0,13.4202,0.837431
-nan(ind),0,12.5581,0.847875
-nan(ind),0,12.0217,0.854373
-nan(ind),0,0.0465039,0.922494
-nan(ind),0,31520.4,0.727248
0.0209468,0.247937,11.6613,0.858738
